상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,행정동코드,법정동코드,지번주소,도로명주소,신우편번호,경도,위도
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 2333-9,제주특별자치도 제주시 도령로 131,63126,126.4909564,33.49311676
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,서홍동,서홍동,5013058000,5013010600,제주특별자치도 서귀포시 서홍동 377-12,제주특별자치도 서귀포시 홍중로27번길 1,63584,126.558074,33.25514657
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 355-1,제주특별자치도 제주시 연미길 97-8,63145,126.5021732,33.48535511
구멍가게편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025327,제주특별자치도 제주시 애월읍 장전리 240-7,제주특별자치도 제주시 애월읍 장전로 173,63055,126.3950963,33.45269451
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,건입동,건입동,5011059000,5011010700,제주특별자치도 제주시 건입동 1037-6,제주특별자치도 제주시 임항로 266,63281,126.5381568,33.51712357
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 262-32,제주특별자치도 제주시 제원길 38,63131,126.4892404,33.48659554
올레쉼터,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,우도면,우도면,5011033000,5011033021,제주특별자치도 제주시 우도면 연평리 343-2,제주특별자치도 제주시 우도면 우도봉길 47,63365,126.9597118,33.49353911
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025923,제주특별자치도 서귀포시 성산읍 시흥리 200,제주특별자치도 서귀포시 성산읍 해맞이해안로 2670,63638,126.9108958,33.47318466
어부와아들,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,우도면,우도면,5011033000,5011033021,제주특별자치도 제주시 우도면 연평리 2515-3,제주특별자치도 제주시 우도면 우도해안길 258,63365,126.9432063,33.50311
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 314-1,제주특별자치도 제주시 선덕로 6,63134,126.4974045,33.48548671
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 566,제주특별자치도 제주시 아연로 62-8,63143,126.4973493,33.47747107
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1051-4,제주특별자치도 제주시 오복3길 14,63211,126.5349926,33.49731468
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,삼도2동,삼도이동,5011056000,5011010600,제주특별자치도 제주시 삼도이동 1197,제주특별자치도 제주시 탑동로 47,63166,126.5198514,33.51757333
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,용담1동,용담일동,5011057000,5011010800,제주특별자치도 제주시 용담일동 2829-7,제주특별자치도 제주시 서광로 171,63184,126.5147766,33.5002385
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025929,제주특별자치도 제주시 조천읍 교래리 566,제주특별자치도 제주시 조천읍 비자림로 684,63346,126.679074,33.43625531
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,외도동,외도일동,5011067000,5011012300,제주특별자치도 제주시 외도일동 549-5,제주특별자치도 제주시 우정로15길 1,63070,126.4312992,33.48607391
코사마트,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,외도동,외도일동,5011067000,5011012300,제주특별자치도 제주시 외도일동 435-22,제주특별자치도 제주시 도근내길 24,63070,126.4335324,33.49231391
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 290-1,제주특별자치도 제주시 연삼로 12,63118,126.4936621,33.49345622
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 917-1,제주특별자치도 제주시 원노형3길 1,63081,126.4857468,33.48640865
GS25탑동공원점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,삼도2동,삼도이동,5011056000,5011010600,제주특별자치도 제주시 삼도이동 1192-4,제주특별자치도 제주시 탑동로 37,63166,126.5209172,33.51755901
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,중문동,중문동,5013061000,5013011200,제주특별자치도 서귀포시 중문동 1964-4,제주특별자치도 서귀포시 천제연로 210,63546,126.4269956,33.25146575
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,외도동,외도일동,5011067000,5011012300,제주특별자치도 제주시 외도일동 418-6,제주특별자치도 제주시 우정로4길 4,63069,126.4306946,33.49155675
GS25노형광평점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 2462,제주특별자치도 제주시 광평동로 13,63105,126.4709956,33.4815033
나들가게삼일슈퍼,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,삼양동,삼양일동,5011061000,5011011300,제주특별자치도 제주시 삼양일동 1599-37,제주특별자치도 제주시 선사로8길 37,63314,126.5890691,33.52700026
CU서귀포태평로점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,정방동,서귀동,5013052000,5013010100,제주특별자치도 서귀포시 서귀동 454-4,제주특별자치도 서귀포시 중앙로 3,63595,126.5617945,33.24486619
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,아라동,아라일동,5011063000,5011011700,제주특별자치도 제주시 아라일동 368-65,제주특별자치도 제주시 산천단동2길 20,63243,126.5584758,33.44972516
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,서홍동,서홍동,5013058000,5013010600,제주특별자치도 서귀포시 서홍동 259-5,제주특별자치도 서귀포시 중산간동로 8048-2,63578,126.5570107,33.26433968
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 47-1,제주특별자치도 제주시 천수로 68,63258,126.5437226,33.5048556
이호레포츠센터프리하우스,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이호동,이호일동,5011068000,5011012500,제주특별자치도 제주시 이호일동 1700-1,제주특별자치도 제주시 테우해안로 168,63111,126.4518409,33.49684447
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025340,제주특별자치도 제주시 애월읍 하귀1리 238-1,제주특별자치도 제주시 애월읍 하광로 50,63052,126.4141838,33.48179003
세븐일레븐제주삼성제일점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 1030-11,제주특별자치도 제주시 신산로 36,63268,126.5323008,33.51015729
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025326,제주특별자치도 제주시 애월읍 신엄리 2718-1,제주특별자치도 제주시 애월읍 애월해안로 576,63047,126.3653597,33.47782888
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025333,제주특별자치도 제주시 애월읍 고내리 1157,제주특별자치도 제주시 애월읍 애월해안로 232,63045,126.3367551,33.46706247
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,송산동,서귀동,5013051000,5013010100,제주특별자치도 서귀포시 서귀동 573-11,제주특별자치도 서귀포시 태평로 414,63596,126.5645987,33.24463712
CU제주도두점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,도두동,도두일동,5011069000,5011012700,제주특별자치도 제주시 도두일동 2614-5,제주특별자치도 제주시 도공로 2,63113,126.4650323,33.5060603
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대륜동,법환동,5013059000,5013010200,제주특별자치도 서귀포시 법환동 877,제주특별자치도 서귀포시 법환상로2번길 97-13,63572,126.5127171,33.24732736
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,예래동,상예동,5013062000,5013012000,제주특별자치도 서귀포시 상예동 260,제주특별자치도 서귀포시 일주서로 1076,63534,126.3980265,33.26305092
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,용담2동,용담이동,5011058000,5011010900,제주특별자치도 제주시 용담이동 2002,제주특별자치도 제주시 공항로 2,63115,126.4960074,33.50592635
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025026,제주특별자치도 제주시 한림읍 동명리 1579-8,제주특별자치도 제주시 한림읍 한림중앙로 72,63013,126.2663938,33.40821064
하영편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대륜동,서호동,5013059000,5013010300,제주특별자치도 서귀포시 서호동 130-10,제주특별자치도 서귀포시 이어도로 1041-1,63571,126.5224668,33.24501825
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025340,제주특별자치도 제주시 애월읍 하귀1리 167,제주특별자치도 제주시 애월읍 하귀9길 45,63054,126.4165148,33.4837672
GS25제주신엄점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025326,제주특별자치도 제주시 애월읍 신엄리 702-3,제주특별자치도 제주시 애월읍 일주서로 6733,63047,126.3713679,33.47295848
세븐일레븐서귀포쇠소깍점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,효돈동,하효동,5013055000,5013010800,제주특별자치도 서귀포시 하효동 995,제주특별자치도 서귀포시 쇠소깍로 128,63600,126.6230141,33.25207783
소라편의점민박,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,한경면,한경면,5011031000,5011031023,제주특별자치도 제주시 한경면 고산리 3611-2,제주특별자치도 제주시 한경면 노을해안로 1160,63008,126.1649747,33.30890908
CU제주한동교차로점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025630,제주특별자치도 제주시 구좌읍 한동리 1139-12,제주특별자치도 제주시 구좌읍 일주동로 2806,63359,126.8260142,33.53910225
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031030,제주특별자치도 서귀포시 안덕면 상천리 77-2,제주특별자치도 서귀포시 안덕면 산록남로 786,63525,126.3852288,33.31986506
